contig_122	NP-PaPr00000088MP.bin.1.1
contig_4	NP-PaPr00000088MP.bin.1.1
contig_411	NP-PaPr00000088MP.bin.1.1
contig_100	NP-PaPr00000088MP.bin.1.2
contig_21	NP-PaPr00000088MP.bin.1.2
contig_22	NP-PaPr00000088MP.bin.1.2
contig_26	NP-PaPr00000088MP.bin.1.2
contig_34	NP-PaPr00000088MP.bin.1.2
contig_347	NP-PaPr00000088MP.bin.1.2
contig_361	NP-PaPr00000088MP.bin.1.2
contig_723	NP-PaPr00000088MP.bin.1.2
contig_729	NP-PaPr00000088MP.bin.1.2
contig_731	NP-PaPr00000088MP.bin.1.2
contig_99	NP-PaPr00000088MP.bin.1.2
contig_250	NP-PaPr00000088MP.bin.1.3
contig_251	NP-PaPr00000088MP.bin.1.3
contig_252	NP-PaPr00000088MP.bin.1.3
contig_253	NP-PaPr00000088MP.bin.1.3
